	GeneID	adjusted_pvalue	fold_change	GroupID	Vs
885	Nudt5	0.021377291533131795	1.8801970042652651	kmeans_0	Significance vs. kmeans_1
886	Crebl2	0.02149576029119869	1.7530313778164266	kmeans_0	Significance vs. kmeans_1
888	Nop10	0.021846126172779576	1.4790950627558557	kmeans_0	Significance vs. kmeans_1
887	Gm26917	0.021846126172779576	1.55148357813243	kmeans_0	Significance vs. kmeans_1
889	Prr5l	0.021886011122510318	1.8727744747853199	kmeans_0	Significance vs. kmeans_1
890	Cops3	0.022038137738302516	1.8165093834701853	kmeans_0	Significance vs. kmeans_1
891	Agpat1	0.022291633812689813	1.4428454161394677	kmeans_0	Significance vs. kmeans_1
892	Psmb3	0.022291633812689813	1.6906930780767937	kmeans_0	Significance vs. kmeans_1
893	Peak1	0.022537643691750948	1.655229747688642	kmeans_0	Significance vs. kmeans_1
894	Alkbh5	0.022699352144801975	1.3706897445929422	kmeans_0	Significance vs. kmeans_1
895	Polk	0.022877225974511098	1.7544572341962985	kmeans_0	Significance vs. kmeans_1
896	Gm13157	0.022923259067272127	2.0357386776462336	kmeans_0	Significance vs. kmeans_1
897	Sh3d21	0.023018455147872263	1.753461285418961	kmeans_0	Significance vs. kmeans_1
898	Csrnp1	0.023131843240992104	1.877046310610249	kmeans_0	Significance vs. kmeans_1
899	Col4a3bp	0.023449600621491082	1.7936598212197445	kmeans_0	Significance vs. kmeans_1
900	Drap1	0.023639546153353508	1.582598551841502	kmeans_0	Significance vs. kmeans_1
901	Rnf217	0.024009878689778174	1.7745716332718693	kmeans_0	Significance vs. kmeans_1
902	Gm10031	0.02435703767740814	1.4509758430864637	kmeans_0	Significance vs. kmeans_1
903	Gm20390	0.02435703767740814	1.7450085988787265	kmeans_0	Significance vs. kmeans_1
905	Rps12l1	0.024360083659688742	1.4487345360845705	kmeans_0	Significance vs. kmeans_1
904	Ccdc50	0.024360083659688742	1.722862561464944	kmeans_0	Significance vs. kmeans_1
906	Sephs2	0.02441077999040091	1.5632340318294284	kmeans_0	Significance vs. kmeans_1
907	Pdzd8	0.024441559514490657	1.8105762906574892	kmeans_0	Significance vs. kmeans_1
908	Myo1h	0.024674580746388074	1.8504372172789219	kmeans_0	Significance vs. kmeans_1
909	Zswim6	0.024708028127205132	1.8128518458745204	kmeans_0	Significance vs. kmeans_1
910	Dip2c	0.02472322391602855	1.6327317649759394	kmeans_0	Significance vs. kmeans_1
911	Gstk1	0.024866577247853808	1.8091147317665248	kmeans_0	Significance vs. kmeans_1
912	Plaur	0.02499289637474301	1.831454738467675	kmeans_0	Significance vs. kmeans_1
913	Sash1	0.02515268034122158	1.6180365084276138	kmeans_0	Significance vs. kmeans_1
914	Ppp2r5a	0.0253478328815924	1.585543130219155	kmeans_0	Significance vs. kmeans_1
915	Phb2	0.0253478328815924	1.8187107018368007	kmeans_0	Significance vs. kmeans_1
916	Rn7s1	0.02536058570496385	1.3773045836370905	kmeans_0	Significance vs. kmeans_1
917	Arhgap8	0.02552406215623995	1.8844580040413639	kmeans_0	Significance vs. kmeans_1
918	Gnb2	0.025709418228217682	1.6290820443841958	kmeans_0	Significance vs. kmeans_1
919	Lrrc16a	0.025933016188557135	1.7545697426042222	kmeans_0	Significance vs. kmeans_1
920	Ado	0.026087606797964104	1.9224954106274372	kmeans_0	Significance vs. kmeans_1
921	Map6	0.026312265767697306	1.8845894612928562	kmeans_0	Significance vs. kmeans_1
922	Srp19	0.026538277411972934	1.5810188228222053	kmeans_0	Significance vs. kmeans_1
923	Smdt1	0.026709836562654264	1.6336468845779903	kmeans_0	Significance vs. kmeans_1
924	Abca7	0.026968574158330056	1.5727676852765238	kmeans_0	Significance vs. kmeans_1
925	Hnrnpll	0.026976283952123106	1.673280096328749	kmeans_0	Significance vs. kmeans_1
926	Kitl	0.026976283952123106	1.9561703739783531	kmeans_0	Significance vs. kmeans_1
927	Gabarapl1	0.027391841250663466	1.6206413642675908	kmeans_0	Significance vs. kmeans_1
928	Gm37494	0.02745498896680309	1.6879733491294806	kmeans_0	Significance vs. kmeans_1
929	Pld6	0.027650164448527987	1.4330166321644793	kmeans_0	Significance vs. kmeans_1
930	Arid2	0.027747291401615436	1.6886203806790965	kmeans_0	Significance vs. kmeans_1
931	Cxadr	0.027943823309084626	1.5967579491551707	kmeans_0	Significance vs. kmeans_1
932	Cdipt	0.027986451687964122	1.8003610430014636	kmeans_0	Significance vs. kmeans_1
933	Smek1	0.028045046108350274	1.6514340165317418	kmeans_0	Significance vs. kmeans_1
934	Rps4l	0.02818189830347531	1.6472165078523955	kmeans_0	Significance vs. kmeans_1
935	Ndufb2	0.02819735893591203	1.557124620736851	kmeans_0	Significance vs. kmeans_1
936	Mcl1	0.02833765872081049	1.4488751626307013	kmeans_0	Significance vs. kmeans_1
937	H3f3a-ps1	0.028401099895063855	1.3007740325341712	kmeans_0	Significance vs. kmeans_1
938	C430014B12Rik	0.02855774248303489	1.4707660502202924	kmeans_0	Significance vs. kmeans_1
939	Orc4	0.028724566025727854	1.8959133284163368	kmeans_0	Significance vs. kmeans_1
940	Arhgdia	0.02878594202787229	1.7112902637068275	kmeans_0	Significance vs. kmeans_1
941	Rpph1	0.02899360939845855	1.6283263992843664	kmeans_0	Significance vs. kmeans_1
942	Tubb5	0.029069372294451078	1.7658663178850194	kmeans_0	Significance vs. kmeans_1
943	Scaper	0.029069372294451078	1.8416333444496045	kmeans_0	Significance vs. kmeans_1
944	Mitd1	0.029416468309764708	1.7898023794679265	kmeans_0	Significance vs. kmeans_1
945	Gin1	0.029719255209414108	1.6165821523931763	kmeans_0	Significance vs. kmeans_1
946	Foxn2	0.029719255209414108	1.6681805744584146	kmeans_0	Significance vs. kmeans_1
947	Traf1	0.029719255209414108	1.7196707893222927	kmeans_0	Significance vs. kmeans_1
948	Bmpr1a	0.02972766848023703	1.7060886911129916	kmeans_0	Significance vs. kmeans_1
949	Brd3	0.02979929728895649	1.6506883590730186	kmeans_0	Significance vs. kmeans_1
950	Idh3b	0.029885070095496912	1.8910871100664917	kmeans_0	Significance vs. kmeans_1
951	Slirp	0.030284729757286945	1.5703446533927798	kmeans_0	Significance vs. kmeans_1
952	Uqcr11	0.030484168108904645	1.3234150511949612	kmeans_0	Significance vs. kmeans_1
953	Hltf	0.030986750250801255	1.7142227361759907	kmeans_0	Significance vs. kmeans_1
954	Tmem150a	0.031260660182970634	1.8083854221241766	kmeans_0	Significance vs. kmeans_1
955	2310022B05Rik	0.03132387096790153	1.684327926010004	kmeans_0	Significance vs. kmeans_1
956	Dcun1d1	0.03134405111696935	1.593817811980187	kmeans_0	Significance vs. kmeans_1
957	Shroom3	0.03140364951124158	1.7244030749894559	kmeans_0	Significance vs. kmeans_1
958	Camk2d	0.031415847852571	1.4935289355254502	kmeans_0	Significance vs. kmeans_1
959	Park7	0.031895509697269016	1.518794655573146	kmeans_0	Significance vs. kmeans_1
960	Rock1	0.031895509697269016	1.3974145009584624	kmeans_0	Significance vs. kmeans_1
961	Wwc2	0.03193092347296008	1.7344735586691977	kmeans_0	Significance vs. kmeans_1
962	4930562F07Rik	0.03240182928735063	1.6028174926131946	kmeans_0	Significance vs. kmeans_1
963	Mpc1-ps	0.032457478314893096	1.4808597542385116	kmeans_0	Significance vs. kmeans_1
964	Wac	0.03269416433820357	1.5820352461961285	kmeans_0	Significance vs. kmeans_1
965	Mrpl54	0.0327732322682747	1.5977058020411676	kmeans_0	Significance vs. kmeans_1
966	Sertad2	0.0327732322682747	1.725293708786576	kmeans_0	Significance vs. kmeans_1
967	Serinc5	0.03322106373442453	1.7094284564050872	kmeans_0	Significance vs. kmeans_1
968	Egr2	0.03344680635349462	1.6556337585574263	kmeans_0	Significance vs. kmeans_1
969	Chtop	0.03370117358754721	1.6704700382713311	kmeans_0	Significance vs. kmeans_1
970	Rps24-ps3	0.03391540816893317	1.3673623748082777	kmeans_0	Significance vs. kmeans_1
971	Actr10	0.033923079847626124	1.8203462105764388	kmeans_0	Significance vs. kmeans_1
972	Fam199x	0.033928839361009745	1.8012511680510401	kmeans_0	Significance vs. kmeans_1
973	Cbx1	0.03442211967945988	1.4034766928808133	kmeans_0	Significance vs. kmeans_1
974	Igf2	0.03451752494521718	1.6793976379816602	kmeans_0	Significance vs. kmeans_1
975	Pink1	0.03451752494521718	1.7515655282743632	kmeans_0	Significance vs. kmeans_1
976	Peli1	0.0345419807204776	1.6637097824689586	kmeans_0	Significance vs. kmeans_1
977	Dpep1	0.03465823350984749	1.8954798748126467	kmeans_0	Significance vs. kmeans_1
978	Shh	0.034661423211242194	1.639149666543622	kmeans_0	Significance vs. kmeans_1
979	Cmtm4	0.03469617563861861	1.761199799820353	kmeans_0	Significance vs. kmeans_1
980	Myl7	0.03484409438715255	1.567175816008751	kmeans_0	Significance vs. kmeans_1
981	Rab14	0.035115496389044876	1.4099464887052333	kmeans_0	Significance vs. kmeans_1
982	Samd9l	0.03525705659562932	1.7583928661234882	kmeans_0	Significance vs. kmeans_1
983	Tusc3	0.03528773074429954	1.7418165497150442	kmeans_0	Significance vs. kmeans_1
984	Serpinb6b	0.03529002532984095	1.3874667455096765	kmeans_0	Significance vs. kmeans_1
985	Prim2	0.035657024042672576	1.6677049938792428	kmeans_0	Significance vs. kmeans_1
986	Zfp57	0.0356593117674343	1.840187641576234	kmeans_0	Significance vs. kmeans_1
987	Cxcl16	0.035724065234470574	1.7753412324300506	kmeans_0	Significance vs. kmeans_1
988	Thoc7	0.03598567521237095	1.5484263581050752	kmeans_0	Significance vs. kmeans_1
990	Fntb	0.03619625229548394	1.906287426133568	kmeans_0	Significance vs. kmeans_1
989	Fmr1	0.03619625229548394	1.7466550700204213	kmeans_0	Significance vs. kmeans_1
991	Nkx2-1	0.03629855122622327	1.525493209745983	kmeans_0	Significance vs. kmeans_1
992	Fam114a2	0.03635184032048642	1.786657490887411	kmeans_0	Significance vs. kmeans_1
993	Pitpnm3	0.03635184032048642	1.7418659985558398	kmeans_0	Significance vs. kmeans_1
994	Zfp36l1	0.03635401468620449	1.3831112262963245	kmeans_0	Significance vs. kmeans_1
995	Pdk1	0.03647409886685549	1.7750973195576831	kmeans_0	Significance vs. kmeans_1
996	Snrpg	0.036840028819988054	1.3552171894082514	kmeans_0	Significance vs. kmeans_1
997	Hspb8	0.03709337456461488	1.6556717423020682	kmeans_0	Significance vs. kmeans_1
998	Ubp1	0.037333209933136144	1.8334315740858922	kmeans_0	Significance vs. kmeans_1
999	Dnmt3a	0.03746801449471472	1.7366032717177178	kmeans_0	Significance vs. kmeans_1
1000	Znrd1	0.03767542714766567	1.6855984895948797	kmeans_0	Significance vs. kmeans_1
1001	Dnajb4	0.03771352136048678	1.5082522771261806	kmeans_0	Significance vs. kmeans_1
1002	Magi3	0.03782269681219425	1.5412538069626205	kmeans_0	Significance vs. kmeans_1
1003	Smarce1	0.038039075094336815	1.641203769956661	kmeans_0	Significance vs. kmeans_1
1004	Homer2	0.03843494936812388	1.6978475029658833	kmeans_0	Significance vs. kmeans_1
1005	Actg-ps1	0.03843494936812388	1.3321714732809278	kmeans_0	Significance vs. kmeans_1
1007	Ldlrad3	0.03857688007919705	1.7795026236778901	kmeans_0	Significance vs. kmeans_1
1006	Ndufs8	0.03857688007919705	1.6186447574561331	kmeans_0	Significance vs. kmeans_1
1008	Med6	0.0388314190548298	1.6598217034721388	kmeans_0	Significance vs. kmeans_1
1009	LOC102641678	0.0388314190548298	1.3677711136186794	kmeans_0	Significance vs. kmeans_1
1010	Piezo1	0.038982173527857954	1.7765811748583857	kmeans_0	Significance vs. kmeans_1
1011	Mknk2	0.038982173527857954	1.5645231920959666	kmeans_0	Significance vs. kmeans_1
1012	Rbbp6	0.039386187204535246	1.4660493966895762	kmeans_0	Significance vs. kmeans_1
1013	Plod2	0.03941094842175923	1.4868092731539015	kmeans_0	Significance vs. kmeans_1
1014	Pcf11	0.039727473909083544	1.496689300667066	kmeans_0	Significance vs. kmeans_1
1015	Psmc1	0.039727473909083544	1.7552554542304772	kmeans_0	Significance vs. kmeans_1
1016	Gm37296	0.039989542479113085	1.8356936629021225	kmeans_0	Significance vs. kmeans_1
1017	Phgr1	0.04012362892010041	1.5078774084366477	kmeans_0	Significance vs. kmeans_1
1018	Sdhd	0.040197813150851074	1.8130624891791274	kmeans_0	Significance vs. kmeans_1
1019	Ctsl	0.040197813150851074	1.5627309988063924	kmeans_0	Significance vs. kmeans_1
1021	Zbtb11	0.0402924474174867	1.6751282917498587	kmeans_0	Significance vs. kmeans_1
1022	Glo1	0.0402924474174867	1.5931586569948029	kmeans_0	Significance vs. kmeans_1
1020	Ppil4	0.0402924474174867	1.7817899266840167	kmeans_0	Significance vs. kmeans_1
1023	2010107E04Rik	0.04037687098403388	1.4267239553878277	kmeans_0	Significance vs. kmeans_1
1024	Mrps21	0.040390559454702574	1.5004915045661016	kmeans_0	Significance vs. kmeans_1
1025	Bcor	0.040670632409857445	1.7294209979748079	kmeans_0	Significance vs. kmeans_1
1026	Ppp2r1a	0.040850482857596744	1.7258627105069797	kmeans_0	Significance vs. kmeans_1
1027	Ino80dos	0.040850482857596744	1.4954157125063894	kmeans_0	Significance vs. kmeans_1
1028	Gm8818	0.040850482857596744	1.8753593779460564	kmeans_0	Significance vs. kmeans_1
1029	Plekhm3	0.04107012593386616	1.6954588236578034	kmeans_0	Significance vs. kmeans_1
1030	Numb	0.041230617718203875	1.6485134049906587	kmeans_0	Significance vs. kmeans_1
1031	Nvl	0.041334342202307695	1.6761358796969952	kmeans_0	Significance vs. kmeans_1
1032	Klf6	0.041468531012830226	1.3253696119945	kmeans_0	Significance vs. kmeans_1
1033	Itpripl1	0.04152573778597757	1.8859159076505274	kmeans_0	Significance vs. kmeans_1
1034	Myo5b	0.0416892882163229	1.7540121983856285	kmeans_0	Significance vs. kmeans_1
1035	Eif3c	0.041950440270764534	1.4722776099669133	kmeans_0	Significance vs. kmeans_1
1036	Rap2c	0.041987656380697985	1.65728027946547	kmeans_0	Significance vs. kmeans_1
1037	LOC102641347	0.04213739865419875	1.3601471244624264	kmeans_0	Significance vs. kmeans_1
1038	Rps25-ps1	0.04213739865419875	1.3300343752158095	kmeans_0	Significance vs. kmeans_1
1039	Dctn3	0.042369962299064194	1.7485498133958606	kmeans_0	Significance vs. kmeans_1
1040	Pxn	0.04240545474502623	1.6285950055689415	kmeans_0	Significance vs. kmeans_1
1041	Ctnnd1	0.04356295793526825	1.6690062777878174	kmeans_0	Significance vs. kmeans_1
1042	B3gnt2	0.043640935802290816	1.7156508776574877	kmeans_0	Significance vs. kmeans_1
1043	Cd81	0.04368375523747052	1.4498637233313667	kmeans_0	Significance vs. kmeans_1
1044	Rnh1	0.04368375523747052	1.720899633529651	kmeans_0	Significance vs. kmeans_1
1045	Ube2e1	0.043929579196746324	1.6478416528223392	kmeans_0	Significance vs. kmeans_1
1046	Ercc6	0.0440926605636502	1.6552980874726857	kmeans_0	Significance vs. kmeans_1
1047	Nadk2	0.04431323941886477	1.7210270286394895	kmeans_0	Significance vs. kmeans_1
1048	Marf1	0.044465107728436516	1.628562380957047	kmeans_0	Significance vs. kmeans_1
1049	Tmed7	0.04476509772177924	1.6210787176354242	kmeans_0	Significance vs. kmeans_1
1050	Atp5d	0.04476509772177924	1.473869320781757	kmeans_0	Significance vs. kmeans_1
1051	Fam175b	0.04476509772177924	1.813748427119157	kmeans_0	Significance vs. kmeans_1
1052	Ssr3	0.04480984298787428	1.4359026638539607	kmeans_0	Significance vs. kmeans_1
1053	Alkbh1	0.044888621311526385	1.6776070703200632	kmeans_0	Significance vs. kmeans_1
1054	Tspan5	0.044888621311526385	1.7681222422762797	kmeans_0	Significance vs. kmeans_1
1055	Gm26538	0.045015594203790206	1.562652412336688	kmeans_0	Significance vs. kmeans_1
1056	Clasp2	0.04510187405155169	1.5283738116903898	kmeans_0	Significance vs. kmeans_1
1057	Gm37423	0.04512860616564908	1.7541853396327212	kmeans_0	Significance vs. kmeans_1
1058	Gm29376	0.045198025777506944	1.3264947673620526	kmeans_0	Significance vs. kmeans_1
1059	Tes3-ps	0.04521832845393265	1.5124446213241345	kmeans_0	Significance vs. kmeans_1
1060	Bend7	0.04548541902260462	1.6805112966140412	kmeans_0	Significance vs. kmeans_1
1061	Sdhb	0.045495875672812554	1.5619582834331809	kmeans_0	Significance vs. kmeans_1
1062	Snx6	0.045495875672812554	1.579200207815085	kmeans_0	Significance vs. kmeans_1
1063	LOC102636734	0.045966342747953005	1.743071943094466	kmeans_0	Significance vs. kmeans_1
1064	Yy1	0.04601286423020749	1.6922722068672875	kmeans_0	Significance vs. kmeans_1
1065	Smad7	0.046047120395317415	1.6225565048152795	kmeans_0	Significance vs. kmeans_1
1066	Tcf20	0.046047120395317415	1.631042392962927	kmeans_0	Significance vs. kmeans_1
1067	Eif3d	0.04606153043762377	1.741566526515675	kmeans_0	Significance vs. kmeans_1
1068	Tmem261	0.04626735869853194	1.554474851422084	kmeans_0	Significance vs. kmeans_1
1069	Bcar1	0.04626735869853194	1.4709468658389822	kmeans_0	Significance vs. kmeans_1
1070	Pomp	0.04683748399903511	1.43571097644493	kmeans_0	Significance vs. kmeans_1
1071	Usp22	0.047005744801380325	1.666851039880756	kmeans_0	Significance vs. kmeans_1
1072	Thoc1	0.047005744801380325	1.74543420612539	kmeans_0	Significance vs. kmeans_1
1073	Map4	0.047266491187304895	1.7036506872508297	kmeans_0	Significance vs. kmeans_1
1074	Nsa2	0.047266491187304895	1.469185582840295	kmeans_0	Significance vs. kmeans_1
1076	Pef1	0.047389582743859994	1.688034158766721	kmeans_0	Significance vs. kmeans_1
1075	Gm9754	0.047389582743859994	1.4572598601802502	kmeans_0	Significance vs. kmeans_1
1077	Dab2ip	0.04749827086716579	1.628927065699279	kmeans_0	Significance vs. kmeans_1
1078	Lrrc8d	0.047624196070827504	1.4197947371033446	kmeans_0	Significance vs. kmeans_1
1079	Nr3c1	0.04777662784107327	1.5532953096723383	kmeans_0	Significance vs. kmeans_1
1080	Prdx2	0.0477973203174673	1.4851832982462854	kmeans_0	Significance vs. kmeans_1
1081	Baiap2	0.04817281466351676	1.740738511097987	kmeans_0	Significance vs. kmeans_1
1082	Erh	0.048249780510770925	1.581265579777677	kmeans_0	Significance vs. kmeans_1
1083	Tmem127	0.04846739350597035	1.7780885055640532	kmeans_0	Significance vs. kmeans_1
1084	Srsf10	0.048507039798546564	1.445380581457984	kmeans_0	Significance vs. kmeans_1
1085	Micu3	0.04854814751057927	1.6183079506866038	kmeans_0	Significance vs. kmeans_1
1086	Nat6	0.04854814751057927	1.823476536031651	kmeans_0	Significance vs. kmeans_1
1087	Rasl12	0.048845226740986264	1.7078346592733231	kmeans_0	Significance vs. kmeans_1
1088	2210013O21Rik	0.04904280701984092	1.7703485089213993	kmeans_0	Significance vs. kmeans_1
1089	Hnrnpa1	0.04946958915699095	1.3090686322771141	kmeans_0	Significance vs. kmeans_1
1090	Kdm5c	0.049494099821569784	1.5934974047187882	kmeans_0	Significance vs. kmeans_1
1091	Lingo4	0.04978407751235943	1.6876005779769725	kmeans_0	Significance vs. kmeans_1
1092	Nfkbia	0.04993302383128218	1.408990517034084	kmeans_0	Significance vs. kmeans_1
0	Slc34a2	1.2085374286205302e-22	3.1586390159454085	kmeans_1	Significance vs. kmeans_0
1	Lamp3	1.5279624845579717e-21	3.823894526457118	kmeans_1	Significance vs. kmeans_0
2	Lyz2	1.950933113523007e-21	6.294873036783574	kmeans_1	Significance vs. kmeans_0
3	Sftpa1	4.894141513382353e-21	3.4902825328659786	kmeans_1	Significance vs. kmeans_0
4	Cxcl15	1.5896916251682772e-20	2.989345314077169	kmeans_1	Significance vs. kmeans_0
5	Cd36	1.0707148960837048e-19	3.5277041999068626	kmeans_1	Significance vs. kmeans_0
6	Scd1	9.602595171226821e-19	3.592443073244486	kmeans_1	Significance vs. kmeans_0
7	Hc	1.1887703762676657e-17	3.9242900334865	kmeans_1	Significance vs. kmeans_0
8	Chil1	1.2953266352809591e-16	3.705690804435785	kmeans_1	Significance vs. kmeans_0
9	S100g	3.1678891893498154e-16	3.710198685008924	kmeans_1	Significance vs. kmeans_0
10	Sftpb	1.8670673222732994e-15	2.5335103052009162	kmeans_1	Significance vs. kmeans_0
11	Rnase4	2.264310661815493e-14	2.7117526470265774	kmeans_1	Significance vs. kmeans_0
12	H2-Aa	6.184126881881944e-14	4.8649155273748335	kmeans_1	Significance vs. kmeans_0
13	Egfl6	9.322966461394174e-14	2.792757615601085	kmeans_1	Significance vs. kmeans_0
14	Cd74	1.6717780307684313e-13	3.314537586590511	kmeans_1	Significance vs. kmeans_0
15	Baiap2l1	7.435670919134895e-13	3.244894145002908	kmeans_1	Significance vs. kmeans_0
16	Sftpd	1.6820398007623344e-12	2.5985645562668385	kmeans_1	Significance vs. kmeans_0
17	Sftpc	2.1781526111888968e-12	1.9112124248175086	kmeans_1	Significance vs. kmeans_0
18	Etv5	3.7633282651611144e-12	2.89904532607844	kmeans_1	Significance vs. kmeans_0
19	Lcn2	1.0170967921078913e-11	4.018207515716277	kmeans_1	Significance vs. kmeans_0
20	Il33	1.1352154264254523e-11	4.091192926773155	kmeans_1	Significance vs. kmeans_0
21	Snhg11	7.266203516677671e-11	3.872972893037738	kmeans_1	Significance vs. kmeans_0
22	H2-Ab1	8.841308418911528e-11	4.0068995711422275	kmeans_1	Significance vs. kmeans_0
23	Acot7	9.93473670538954e-11	3.64414067205847	kmeans_1	Significance vs. kmeans_0
24	H2-Eb1	1.5850005700986635e-09	3.435581950350103	kmeans_1	Significance vs. kmeans_0
25	Elovl1	5.648458958269343e-09	2.810239372232627	kmeans_1	Significance vs. kmeans_0
26	Cat	6.691171211763609e-09	2.093231708021278	kmeans_1	Significance vs. kmeans_0
27	Dram1	6.856256955943488e-09	2.2838912777826232	kmeans_1	Significance vs. kmeans_0
28	Acsl5	1.7153856049952557e-08	2.637316410659158	kmeans_1	Significance vs. kmeans_0
29	Soat1	1.7742676134144327e-07	1.9808653546717003	kmeans_1	Significance vs. kmeans_0
30	Chsy1	1.7804761238784334e-07	2.8233493365457702	kmeans_1	Significance vs. kmeans_0
31	Ly6e	1.9062481427128365e-07	2.517765426098756	kmeans_1	Significance vs. kmeans_0
32	Gstt1	2.388753999057066e-07	2.7435961128255566	kmeans_1	Significance vs. kmeans_0
33	Cbr2	2.4481158823652693e-07	2.4126836785100276	kmeans_1	Significance vs. kmeans_0
34	Adam19	3.712442645290222e-07	2.7739137728227665	kmeans_1	Significance vs. kmeans_0
35	Napsa	3.809606298317043e-07	1.838936441291984	kmeans_1	Significance vs. kmeans_0
36	Mme	4.5354636598058614e-07	3.478753962973395	kmeans_1	Significance vs. kmeans_0
37	Ctsc	5.253489433054933e-07	1.6682640932632242	kmeans_1	Significance vs. kmeans_0
38	Gm43085	8.114876414427359e-07	2.7848374360361396	kmeans_1	Significance vs. kmeans_0
39	Lpcat1	9.790582121772231e-07	1.9501409515485524	kmeans_1	Significance vs. kmeans_0
40	Aox3	1.037067063980707e-06	2.6646768978431177	kmeans_1	Significance vs. kmeans_0
41	Ank3	1.0595150666329286e-06	2.1898133094509227	kmeans_1	Significance vs. kmeans_0
42	Mlc1	1.4321936411274845e-06	2.4929838057828655	kmeans_1	Significance vs. kmeans_0
43	Sord	1.787022475102801e-06	2.9810862762700867	kmeans_1	Significance vs. kmeans_0
44	Eps8	1.9383824780772834e-06	2.649140046558945	kmeans_1	Significance vs. kmeans_0
45	C6	2.789980455075657e-06	2.9224919300414425	kmeans_1	Significance vs. kmeans_0
46	Acsl4	3.500886974770526e-06	1.8239461255268654	kmeans_1	Significance vs. kmeans_0
47	Itih4	3.6752533545564585e-06	3.057813837668889	kmeans_1	Significance vs. kmeans_0
48	Dbi	4.289627654214956e-06	1.6273333701363866	kmeans_1	Significance vs. kmeans_0
49	Usp8	4.383927357430787e-06	2.3586172409726425	kmeans_1	Significance vs. kmeans_0
50	Pi4k2b	7.014252743384384e-06	2.0633229440742036	kmeans_1	Significance vs. kmeans_0
51	Car8	7.716474662951265e-06	2.6703254183945746	kmeans_1	Significance vs. kmeans_0
52	Pon3	8.351263001000974e-06	1.7531811105616306	kmeans_1	Significance vs. kmeans_0
53	Cpm	8.771770176654953e-06	1.9356408446308653	kmeans_1	Significance vs. kmeans_0
54	Anpep	1.0790616825825951e-05	2.609017184987645	kmeans_1	Significance vs. kmeans_0
55	Yae1d1	1.8290645250989012e-05	2.449935799541708	kmeans_1	Significance vs. kmeans_0
56	Glrx	1.896777843878675e-05	2.490480727548206	kmeans_1	Significance vs. kmeans_0
57	Sgpp2	2.1438247938701515e-05	2.8431542273163224	kmeans_1	Significance vs. kmeans_0
58	Lrp2	2.198565861231513e-05	2.643517017536974	kmeans_1	Significance vs. kmeans_0
59	Slco4c1	3.5614594776706614e-05	2.4368965728608427	kmeans_1	Significance vs. kmeans_0
60	H2-DMa	5.268440880751341e-05	2.3212110095335667	kmeans_1	Significance vs. kmeans_0
61	Nrp1	5.3857225515983095e-05	1.9224316310192884	kmeans_1	Significance vs. kmeans_0
62	Prps2	5.980614365049022e-05	2.6110360214921466	kmeans_1	Significance vs. kmeans_0
63	H2-DMb1	9.993893414967553e-05	2.2311114660814875	kmeans_1	Significance vs. kmeans_0
64	Slc26a9	0.00011083719691453468	2.3129061411578813	kmeans_1	Significance vs. kmeans_0
65	Fgfr2	0.0001268308292355737	1.7754727976728433	kmeans_1	Significance vs. kmeans_0
66	Enpep	0.00013984796802866639	2.3591702107049737	kmeans_1	Significance vs. kmeans_0
67	Gm44250	0.00014002497507771704	2.048431385567088	kmeans_1	Significance vs. kmeans_0
68	Ralgapa2	0.00015013541980100797	2.2826842959960363	kmeans_1	Significance vs. kmeans_0
69	Cd200	0.0002092322268237656	2.0859814546518294	kmeans_1	Significance vs. kmeans_0
70	Socs2	0.00021867309957666664	1.9258509945335387	kmeans_1	Significance vs. kmeans_0
71	Ang	0.00022482977990153396	2.1833721011336737	kmeans_1	Significance vs. kmeans_0
72	Adgrf5	0.00023848800349346807	1.921784532229728	kmeans_1	Significance vs. kmeans_0
73	Prnp	0.00023906209234467543	1.9201363299387781	kmeans_1	Significance vs. kmeans_0
74	Gclc	0.00027675298938227674	2.0356975621941475	kmeans_1	Significance vs. kmeans_0
75	D330041H03Rik	0.0002967367988509649	1.7880716462185966	kmeans_1	Significance vs. kmeans_0
76	Mid1ip1	0.00030900189384602524	2.052939293392708	kmeans_1	Significance vs. kmeans_0
77	Rab27b	0.00043720348613559895	2.2201375990717467	kmeans_1	Significance vs. kmeans_0
78	Nlgn1	0.0004541648326942016	2.2918931167505865	kmeans_1	Significance vs. kmeans_0
79	Cd44	0.0005121627631017773	2.4196022314160777	kmeans_1	Significance vs. kmeans_0
80	Rpl30-ps9	0.0005137995497921017	2.0351167630894995	kmeans_1	Significance vs. kmeans_0
81	Lgals9	0.0005654976152083675	2.5437874225245296	kmeans_1	Significance vs. kmeans_0
82	Fabp5	0.0005707079272418762	2.1831089503927883	kmeans_1	Significance vs. kmeans_0
83	Slc6a6	0.0006878989716530012	2.0557956863160323	kmeans_1	Significance vs. kmeans_0
84	Rgs10	0.0007041410633798703	2.138384078829865	kmeans_1	Significance vs. kmeans_0
85	Acly	0.0009166804516987942	1.7095499355765835	kmeans_1	Significance vs. kmeans_0
86	Acoxl	0.001103919765924043	2.1311891972279273	kmeans_1	Significance vs. kmeans_0
87	Vimp	0.0011044494290610497	1.764132791416737	kmeans_1	Significance vs. kmeans_0
88	Fads1	0.0011134229756308415	2.123498538434011	kmeans_1	Significance vs. kmeans_0
89	Bmp1	0.0013365015289213895	2.0497128190087017	kmeans_1	Significance vs. kmeans_0
90	Fabp12	0.0013499854512021426	2.0366926275219366	kmeans_1	Significance vs. kmeans_0
